用户码,性别,累计消费次数,价值组别,页面版本,是否购买,retention_7
2771,男,1,低,旧页面,否,FALSE
2772,女,27,低,新页面,是,FALSE
2773,男,1,低,旧页面,否,FALSE
2774,男,5,低,旧页面,否,FALSE
2775,女,223,低,旧页面,是,FALSE
2776,女,5,低,旧页面,是,FALSE
2777,男,4,低,旧页面,否,FALSE
2778,女,93,低,旧页面,是,TRUE
2779,男,19,低,新页面,否,FALSE
2780,男,1,低,旧页面,否,FALSE
2781,女,116,低,新页面,是,FALSE
2782,男,1,低,旧页面,否,FALSE
2783,男,6,低,旧页面,否,FALSE
2784,女,211,低,新页面,是,TRUE
2785,女,159,低,新页面,是,FALSE
2786,男,1,低,新页面,否,FALSE
2787,男,17,低,新页面,否,FALSE
2788,男,22,低,旧页面,否,FALSE
2789,男,3,低,新页面,否,FALSE
2790,男,3,低,旧页面,否,FALSE
2791,女,5,低,旧页面,是,FALSE
2792,男,5,低,旧页面,否,FALSE
2793,女,94,低,新页面,是,FALSE
2794,女,36,低,新页面,是,FALSE
2795,女,195,低,新页面,是,TRUE
2796,女,165,低,新页面,是,TRUE
2797,女,27,低,新页面,是,TRUE
2798,男,3,低,新页面,否,FALSE
2799,女,141,低,新页面,是,FALSE
2800,男,1,低,旧页面,否,FALSE
2801,女,183,低,旧页面,是,FALSE
2802,女,11,低,新页面,是,FALSE
2803,男,2,低,新页面,否,FALSE
2804,女,219,低,旧页面,是,TRUE
2805,女,149,低,新页面,是,FALSE
2806,男,30,低,旧页面,否,FALSE
2807,男,0,低,旧页面,否,FALSE
2808,女,33,低,新页面,是,FALSE
2809,男,14,低,新页面,否,FALSE
2810,男,1,低,旧页面,否,FALSE
2811,男,2,低,新页面,否,FALSE
2812,男,23,低,旧页面,否,TRUE
2813,男,1,低,旧页面,否,FALSE
2814,男,18,低,旧页面,否,FALSE
2815,女,11,低,新页面,是,TRUE
2816,男,3,低,新页面,否,FALSE
2817,女,20,低,新页面,是,FALSE
2818,男,0,低,新页面,否,FALSE
2819,男,34,低,旧页面,否,TRUE
2820,男,54,低,旧页面,否,FALSE
2821,女,24,低,新页面,是,FALSE
2822,男,21,低,新页面,否,FALSE
2823,女,288,低,新页面,是,FALSE
2824,男,2,低,新页面,否,FALSE
2825,男,48,低,新页面,否,TRUE
2826,男,8,低,旧页面,否,FALSE
2827,男,3,低,新页面,否,FALSE
2828,男,1,低,新页面,否,FALSE
2829,女,12,低,新页面,是,FALSE
2830,女,116,低,新页面,是,TRUE
2831,男,1,低,旧页面,否,FALSE
2832,男,8,低,旧页面,否,FALSE
2833,男,0,低,旧页面,否,FALSE
2834,女,36,低,旧页面,是,FALSE
2835,女,6,低,旧页面,是,FALSE
2836,女,15,低,新页面,是,FALSE
2837,男,2,低,旧页面,否,FALSE
2838,男,3,低,旧页面,否,FALSE
2839,女,54,低,旧页面,是,TRUE
2840,女,33,低,旧页面,是,FALSE
2841,女,238,低,新页面,是,TRUE
2842,女,13,低,新页面,是,TRUE
2843,男,3,低,新页面,否,FALSE
2844,男,67,低,旧页面,否,FALSE
2845,女,3,低,旧页面,是,FALSE
2846,男,7,低,新页面,否,FALSE
2847,男,12,低,旧页面,否,FALSE
2848,女,287,低,旧页面,是,TRUE
2849,男,0,低,旧页面,否,FALSE
2850,女,144,低,新页面,是,TRUE
2851,男,12,低,新页面,否,FALSE
2852,男,1,低,旧页面,否,FALSE
2853,男,18,低,新页面,否,FALSE
2854,男,2,低,新页面,否,FALSE
2855,男,1,低,旧页面,否,FALSE
2856,女,13,低,旧页面,是,FALSE
2857,女,47,低,旧页面,是,FALSE
2858,男,8,低,新页面,否,FALSE
2859,男,37,低,旧页面,否,TRUE
2860,女,37,低,旧页面,是,FALSE
2861,女,76,低,旧页面,是,TRUE
2862,男,1,低,新页面,否,FALSE
2863,男,11,低,新页面,否,FALSE
2864,女,109,低,新页面,是,TRUE
2865,女,229,低,新页面,是,FALSE
2866,男,5,低,新页面,否,FALSE
2867,男,6,低,新页面,否,FALSE
2868,女,86,低,新页面,是,FALSE
2869,女,53,低,新页面,是,TRUE
2870,女,9,低,旧页面,是,FALSE
2871,男,35,低,新页面,否,FALSE
2872,女,44,低,新页面,是,FALSE
2873,女,29,低,新页面,是,FALSE
2874,男,4,低,旧页面,否,FALSE
2875,女,20,低,旧页面,是,FALSE
2876,男,0,低,新页面,否,FALSE
2877,女,99,低,旧页面,是,FALSE
2878,女,22,低,新页面,是,FALSE
2879,男,12,低,旧页面,否,FALSE
2880,男,14,低,新页面,否,FALSE
2881,女,52,低,新页面,是,FALSE
2882,男,2,低,新页面,否,FALSE
2883,男,0,低,旧页面,否,FALSE
2884,女,5,低,新页面,是,FALSE
2885,男,1,低,旧页面,否,FALSE
2886,女,12,低,旧页面,是,FALSE
2887,女,28,低,旧页面,是,FALSE
2888,男,25,低,旧页面,否,FALSE
2889,女,76,低,新页面,是,FALSE
2890,女,28,低,旧页面,是,TRUE
2891,男,9,低,新页面,否,FALSE
2892,男,216,低,旧页面,否,TRUE
2893,女,249,低,旧页面,是,TRUE
2894,男,1,低,新页面,否,FALSE
2895,男,3,低,新页面,否,FALSE
2896,男,58,低,新页面,否,FALSE
2897,女,173,低,旧页面,是,TRUE
2898,女,19,低,新页面,是,FALSE
2899,男,2,低,旧页面,否,FALSE
2900,女,5,低,新页面,是,FALSE
2901,女,311,低,旧页面,是,TRUE
2902,男,8,低,旧页面,否,FALSE
2903,男,8,低,旧页面,否,FALSE
2904,男,0,低,旧页面,否,FALSE
2905,男,0,低,旧页面,否,FALSE
2906,女,25,低,旧页面,是,FALSE
2907,女,55,低,新页面,是,FALSE
2908,女,40,低,旧页面,是,FALSE
2909,男,17,低,旧页面,否,FALSE
2910,女,42,低,旧页面,是,FALSE
2911,男,0,低,旧页面,否,FALSE
2912,男,1,低,新页面,否,FALSE
2913,男,9,低,新页面,否,FALSE
2914,男,14,低,旧页面,否,FALSE
2915,男,167,低,旧页面,否,FALSE
2916,女,124,低,旧页面,是,FALSE
2917,男,1,低,旧页面,否,FALSE
2918,男,82,低,新页面,否,TRUE
2919,男,1,低,旧页面,否,FALSE
2920,男,1,低,新页面,否,FALSE
2921,男,10,低,新页面,否,FALSE
2922,男,1,低,旧页面,否,FALSE
2923,女,19,低,旧页面,是,FALSE
2924,女,5,低,旧页面,是,FALSE
2925,女,202,低,旧页面,是,FALSE
2926,男,6,低,新页面,否,FALSE
2927,男,8,低,旧页面,否,FALSE
2928,男,5,低,新页面,否,FALSE
2929,女,57,低,新页面,是,FALSE
2930,女,44,低,新页面,是,FALSE
2931,男,0,低,旧页面,否,FALSE
2932,男,19,低,新页面,否,FALSE
2933,男,6,低,旧页面,否,FALSE
2934,男,11,低,新页面,否,FALSE
2935,男,81,低,新页面,否,FALSE
2936,男,2,低,新页面,否,FALSE
2937,女,219,低,新页面,是,FALSE
2938,女,4,低,新页面,是,FALSE
2939,女,112,低,旧页面,是,TRUE
2940,男,62,低,新页面,否,FALSE
2941,女,98,低,新页面,是,FALSE
2942,男,1,低,新页面,否,FALSE
2943,男,1,低,新页面,否,FALSE
2944,女,132,低,新页面,是,TRUE
2945,男,6,低,新页面,否,FALSE
2946,男,3,低,新页面,否,FALSE
2947,男,17,低,新页面,否,FALSE
2948,女,114,低,新页面,是,TRUE
2949,女,79,低,旧页面,是,FALSE
2950,男,3,低,旧页面,否,FALSE
2951,女,57,低,旧页面,是,FALSE
2952,男,7,低,旧页面,否,FALSE
2953,男,0,低,旧页面,否,FALSE
2954,男,39,低,新页面,否,FALSE
2955,男,33,低,旧页面,否,FALSE
2956,男,1,低,旧页面,否,FALSE
2957,女,118,低,旧页面,是,TRUE
2958,女,60,低,新页面,是,FALSE
2959,男,5,低,旧页面,否,FALSE
2960,男,8,低,旧页面,否,FALSE
2961,男,62,低,新页面,否,FALSE
2962,男,13,低,新页面,否,FALSE
2963,女,34,低,新页面,是,FALSE
2964,男,24,低,新页面,否,FALSE
2965,男,58,低,新页面,否,FALSE
2966,女,11,低,新页面,是,FALSE
2967,男,0,低,旧页面,否,FALSE
2968,男,20,低,新页面,否,FALSE
2969,男,33,低,新页面,否,FALSE
2970,男,6,低,旧页面,否,FALSE
2971,男,4,低,旧页面,否,FALSE
2972,男,24,低,新页面,否,FALSE
2973,男,8,低,新页面,否,FALSE
2974,女,170,低,新页面,是,TRUE
2975,男,14,低,新页面,否,FALSE
2976,男,10,低,旧页面,否,FALSE
2977,男,8,低,旧页面,否,FALSE
2978,男,23,低,新页面,否,FALSE
2979,男,2,低,新页面,否,FALSE
2980,男,2,低,旧页面,否,FALSE
2981,男,23,低,旧页面,否,FALSE
2982,女,28,低,新页面,是,FALSE
2983,男,69,低,新页面,否,FALSE
2984,女,27,低,旧页面,是,FALSE
2985,男,7,低,新页面,否,FALSE
2986,男,37,低,新页面,否,FALSE
2987,女,170,低,旧页面,是,TRUE
2988,女,15,低,旧页面,是,FALSE
2989,男,2,低,新页面,否,FALSE
2990,男,42,低,新页面,否,FALSE
2991,男,68,低,新页面,否,TRUE
2992,男,0,低,新页面,否,FALSE
2993,女,60,低,旧页面,是,FALSE
2994,男,4,低,新页面,否,FALSE
2995,男,14,低,新页面,否,FALSE
2996,女,46,低,新页面,是,FALSE
2997,男,33,低,新页面,否,FALSE
2998,男,43,低,新页面,否,FALSE
2999,男,39,低,旧页面,否,FALSE
3000,男,6,低,新页面,否,FALSE
